fips,name,random1,random2,random3
"19043","Clayton",260634,95200,72180
"19045","Clinton",612210,64019,54456
"19047","Crawford",270616,33196,57586
"19049","Dallas",104747,19512,96460
"19051","Davis",458004,22211,69540
"19053","Decatur",906986,35458,3451
"19055","Delaware",541744,80448,80213
"19057","Des Moines",461702,64879,91621
"19059","Dickinson",744637,75447,63148
"19061","Dubuque",943293,46568,33969
"19063","Emmet",908125,95447,83345
"19065","Fayette",755967,98563,12630
"19067","Floyd",124547,18937,88719
"19069","Franklin",226865,96406,72252
"19071","Fremont",208768,22495,52272
"19073","Greene",572053,36702,18852
"19075","Grundy",485266,78663,85136
"19077","Guthrie",56828,35386,37405
"19079","Hamilton",918373,74838,32509
"19081","Hancock",794302,31931,47802
"19083","Hardin",769726,87498,40894
"19085","Harrison",672650,86763,91150
"19087","Henry",824737,53268,76625
"19089","Howard",336971,47567,44135
"19091","Humboldt",799381,58938,20693
"19093","Ida",767458,25024,24123
"19095","Iowa",519274,69056,17643
"19097","Jackson",363894,91451,54204
"19099","Jasper",954476,1049,28782
"19101","Jefferson",10573,88251,6256
"19103","Johnson",934770,11065,22842
"19105","Jones",139699,16730,77825
"19107","Keokuk",801434,6894,82741
"19109","Kossuth",511219,69442,51453
"19111","Lee",483376,81343,84500
"19113","Linn",215417,64600,93829
"19115","Louisa",353460,58567,36895
"19117","Lucas",819705,13708,14916
"19119","Lyon",821537,74457,98066
"19121","Madison",711364,90896,48143
"19123","Mahaska",116286,5633,64616
"19125","Marion",229808,28050,92359
"19127","Marshall",567620,22617,63039
"19129","Mills",790167,25161,1101
"19131","Mitchell",711797,30834,41834
"19133","Monona",217926,13452,39816
"19135","Monroe",917159,9734,22948
"19137","Montgomery",189997,22088,97503
"19139","Muscatine",648588,51668,2808
"19141","O'Brien",853690,11769,66637
"19143","Osceola",449722,52630,44402
"19145","Page",290339,61903,78220
"19147","Palo Alto",515231,87462,67789
"19149","Plymouth",511401,53434,32973
"19151","Pocahontas",966827,31579,76430
"19153","Polk",110384,66211,51406
"19155","Pottawattamie",621672,50583,9552
"19157","Poweshiek",769149,34282,75100
"19159","Ringgold",49708,67570,19457
"19161","Sac",737714,92066,15466
"19163","Scott",78239,40755,87108
"19165","Shelby",26593,22581,22597
"19167","Sioux",717756,25707,84295
"19169","Story",372763,9411,82097
"19171","Tama",356564,1445,35811
"19173","Taylor",840828,34427,16458
"19175","Union",399865,63009,46348
"19177","Van Buren",681170,84470,72005
"19179","Wapello",726521,44693,18646
"19181","Warren",50926,27395,53605
"19183","Washington",923694,5337,94338
"19185","Wayne",306435,72378,81043
"19187","Webster",179223,14236,20909
"19189","Winnebago",674180,48847,96142
"19191","Winneshiek",419681,2367,81105
"19193","Woodbury",555015,33142,90693
"19195","Worth",479197,13519,81465
"19197","Wright",265801,94370,29955
"20001","Allen",589025,48547,32149
"20003","Anderson",893623,18091,92776
"20005","Atchison",196868,98652,12211
"20007","Barber",486869,59813,47437
"20009","Barton",483891,80897,27260
"20011","Bourbon",873621,16691,67188
"20013","Brown",355316,82939,81446
"20015","Butler",988025,84744,30925
"20017","Chase",46848,74076,23250
"20019","Chautauqua",182776,53051,39132
"20021","Cherokee",765519,50353,48433
"20023","Cheyenne",304916,63473,13555
"20025","Clark",602002,8439,7420
"20027","Clay",1149,13294,88791
"20029","Cloud",411637,19150,89759
"20031","Coffey",327426,75383,73210
"20033","Comanche",906256,9356,4635
"20035","Cowley",335453,756,38658
"20037","Crawford",881955,82792,47352
"20039","Decatur",664666,31983,55817
"20041","Dickinson",417009,83990,79285
"20043","Doniphan",56368,28551,63054
"20045","Douglas",83853,90349,8303
"20047","Edwards",491634,85261,6104
"20049","Elk",975263,66913,87369
"20051","Ellis",807725,57090,22312
"20053","Ellsworth",421635,1172,47488
"20055","Finney",335656,16403,38024
"20057","Ford",888949,57264,37933
"20059","Franklin",695345,22282,97711
"20061","Geary",987932,40825,92558
"20063","Gove",105474,99203,73772
"20065","Graham",979204,41368,32428
"20067","Grant",656906,83062,98677
"20069","Gray",47012,43293,73628
"20071","Greeley",233743,67909,27562
"20073","Greenwood",967681,47621,87570
"20075","Hamilton",460581,43275,89689
"20077","Harper",238609,79702,59973
"20079","Harvey",373837,50402,45539
"20081","Haskell",767725,66963,99839
"20083","Hodgeman",425249,54944,33339
"20085","Jackson",627791,60474,64134
"20087","Jefferson",395179,28581,48085
"20089","Jewell",633535,31661,59922
"20091","Johnson",479778,31076,8852
"20093","Kearny",412586,91732,25381
"20095","Kingman",489279,98255,56152
"20097","Kiowa",409513,77232,62849
"20099","Labette",769342,69089,81033
"20101","Lane",952544,94389,41834
"20103","Leavenworth",656737,91250,18124
"20105","Lincoln",488292,27410,39407
"20107","Linn",239314,9902,43779
"20109","Logan",161019,40447,97991
"20111","Lyon",595003,98078,31897
"20113","McPherson",616543,69472,50983
"20115","Marion",854954,30495,83521
"20117","Marshall",194936,91630,42408
"20119","Meade",91820,64395,67936
"20121","Miami",463274,304,44570
"20123","Mitchell",921635,21393,1979
"20125","Montgomery",890855,99459,21448
"20127","Morris",455464,92825,25770
"20129","Morton",870364,42632,24485
"20131","Nemaha",65924,15178,59145
"20133","Neosho",377903,68629,89776
"20135","Ness",41493,81900,53894
"20137","Norton",195768,53415,64214
"20139","Osage",96767,30590,76690
"20141","Osborne",666044,91843,21549
"20143","Ottawa",527518,34386,79639
"20145","Pawnee",24017,97012,42771
"20147","Phillips",482491,18810,74865
"20149","Pottawatomie",327959,48075,73854
"20151","Pratt",781526,32779,29026
"20153","Rawlins",325544,99328,54772
"20155","Reno",724053,27502,96749
"20157","Republic",449768,48858,58992
"20159","Rice",670119,90879,84450
"20161","Riley",668736,90073,16796
"20163","Rooks",219855,63270,47821
"20165","Rush",146436,13713,28280
"20167","Russell",925512,12495,97096
"20169","Saline",833143,76035,88664
"20171","Scott",408770,44809,18519
"20173","Sedgwick",603894,46792,80440
"20175","Seward",956944,3936,18428
"20177","Shawnee",569587,34094,59657
"20179","Sheridan",270681,4415,880
"20181","Sherman",111100,87813,92428
"20183","Smith",320552,97844,93499
"20185","Stafford",274241,39024,52521
"20187","Stanton",800739,53563,53035
"20189","Stevens",722350,95029,77502
"20191","Sumner",789507,71388,99594
"20193","Thomas",854339,46211,82035
"20195","Trego",600077,79768,22898
"20197","Wabaunsee",468,1172,84529
"20199","Wallace",67279,26106,4365
"20201","Washington",602011,83175,11253
"20203","Wichita",323908,3171,7054
"20205","Wilson",939363,79306,75185
"20207","Woodson",626579,35609,98519
"20209","Wyandotte",787839,18154,2508
"21001","Adair",848140,51715,95411
"21003","Allen",420513,21478,77011
"21005","Anderson",510458,51400,63321
"21007","Ballard",543205,64805,60929
"21009","Barren",160719,78365,14418
"21011","Bath",185041,74099,46251
"21013","Bell",66318,30823,34376
"21015","Boone",537896,71869,20775
"21017","Bourbon",159326,93815,47368
"21019","Boyd",416247,87757,98051
"21021","Boyle",279042,38841,17667
"21023","Bracken",990994,20984,43712
"21025","Breathitt",819751,21613,28601
"21027","Breckinridge",738114,83372,74361
"21029","Bullitt",599272,19058,67580
"21031","Butler",222447,17613,60294
"21033","Caldwell",234705,31843,81786
"21035","Calloway",15485,16718,10084
"21037","Campbell",324877,39721,96704
"21039","Carlisle",59082,80043,35479
"21041","Carroll",72003,9219,42517
"21043","Carter",43618,68490,9510
"21045","Casey",806878,41061,26795
"21047","Christian",428756,13836,53816
"21049","Clark",277633,10771,93287
"21051","Clay",994711,66663,71108
"21053","Clinton",902654,37154,13544
"21055","Crittenden",136559,49159,86948
"21057","Cumberland",37747,4734,18381
"21059","Daviess",227611,70879,49534
"21061","Edmonson",200060,9265,40331
"21063","Elliott",119069,27731,39452
"21065","Estill",482554,20615,4317
"21067","Fayette",916497,2869,23617
"21069","Fleming",838010,22972,30920
"21071","Floyd",317062,64094,14458
"21073","Franklin",138420,6714,9263
"21075","Fulton",95827,63196,10077
"21077","Gallatin",217694,61680,88051
"21079","Garrard",475668,79189,40821
"21081","Grant",224723,99300,92711
"21083","Graves",653329,11512,75001
"21085","Grayson",516000,43712,53519
"21087","Green",55681,31943,57225
"21089","Greenup",96099,52061,81933
"21091","Hancock",554084,12308,48404
"21093","Hardin",636961,21838,70494
"21095","Harlan",612372,1661,71361
"21097","Harrison",442844,30138,53708
"21099","Hart",894753,33473,87546
"21101","Henderson",189307,52275,12343
"21103","Henry",515151,43275,43569
"21105","Hickman",489503,73208,92762
"21107","Hopkins",53808,64436,40273
"21109","Jackson",16033,45373,72373
"21111","Jefferson",44291,40444,6032
"21113","Jessamine",294860,98983,29912
"21115","Johnson",431569,91214,7713
"21117","Kenton",207837,48881,77314
"21119","Knott",698358,39508,97323
"21121","Knox",704144,81172,23862
"21123","Larue",200923,94789,15432
"21125","Laurel",228128,26217,56772
"21127","Lawrence",475219,72783,41123
"21129","Lee",999267,75768,32808
"21131","Leslie",475455,36337,66716
"21133","Letcher",534531,79657,96743
"21135","Lewis",66180,39500,40549
"21137","Lincoln",902835,29338,6046
"21139","Livingston",285419,32575,51187
"21141","Logan",318095,10194,12587
"21143","Lyon",106316,23078,69615
"21145","McCracken",522863,36526,85203
"21147","McCreary",191316,52224,18150
"21149","McLean",748615,79316,92817
"21151","Madison",567070,91475,44845
"21153","Magoffin",511296,63157,40316
"21155","Marion",238005,72852,93260
"21157","Marshall",894323,10601,14406
"21159","Martin",344696,15441,9787
"21161","Mason",685721,45614,32588
"21163","Meade",799104,99011,76408
"21165","Menifee",952499,78873,4631
"21167","Mercer",648609,20456,27461
"21169","Metcalfe",326551,37451,44765
"21171","Monroe",804213,53390,29518
"21173","Montgomery",786660,80177,83934
"21175","Morgan",812250,94677,29543
"21177","Muhlenberg",683799,9242,69586
"21179","Nelson",547622,29181,7223
"21181","Nicholas",372996,34808,93837
"21183","Ohio",160366,69329,10366
"21185","Oldham",542739,37902,38531
"21187","Owen",3552,51005,86669
"21189","Owsley",895693,57041,56954
"21191","Pendleton",123255,31106,2004
"21193","Perry",899592,90258,37480
"21195","Pike",51976,58243,64905
"21197","Powell",251318,80068,41298
"21199","Pulaski",330141,85167,51946
"21201","Robertson",702748,25778,57251
"21203","Rockcastle",195985,28091,41115
"21205","Rowan",541077,55309,37085
"21207","Russell",745176,74023,27799
"21209","Scott",726125,22597,11570
"21211","Shelby",316003,32609,93920
"21213","Simpson",477293,55014,35956
"21215","Spencer",877285,54059,38705
"21217","Taylor",266037,59184,20425
"21219","Todd",727280,92764,68888
"21221","Trigg",414151,99829,25604
"21223","Trimble",206657,12404,54849
"21225","Union",294004,97112,53374
"21227","Warren",764657,41441,35306
"21229","Washington",280352,2925,15875
"21231","Wayne",581117,89147,80095
"21233","Webster",75553,11886,9474
"21235","Whitley",508147,32946,3143
"21237","Wolfe",526804,10878,96588
"21239","Woodford",587104,92399,38745
"22001","Acadia",857813,10913,16604
"22003","Allen",298360,80543,95486
"22005","Ascension",572774,4541,58512
"22007","Assumption",125041,53357,1651
"22009","Avoyelles",211382,29603,41690
"22011","Beauregard",165351,67160,96098
"22013","Bienville",119298,74889,29597
"22015","Bossier",620397,53526,83065
"22017","Caddo",494233,77328,69692
"22019","Calcasieu",216121,67117,11729
"22021","Caldwell",203512,95069,58282
"22023","Cameron",930479,93328,28540
"22025","Catahoula",772968,95978,31734
"22027","Claiborne",631441,94348,29106
"22029","Concordia",978329,92393,27323
"22031","De Soto",409231,42839,24778
"22033","East Baton Rouge",46141,60227,34665
"22035","East Carroll",629858,9963,43489
"22037","East Feliciana",59890,39882,15956
"22039","Evangeline",968099,77805,12553
"22041","Franklin",791477,34667,32565
"22043","Grant",812915,26643,10083
"22045","Iberia",344919,86478,74088
"22047","Iberville",692491,50519,60076
"22049","Jackson",129911,17619,84776
"22051","Jefferson",626596,27714,56483
"22053","Jefferson Davis",268104,71951,75439
"22055","Lafayette",779355,37354,39473
"22057","Lafourche",843566,70266,93343
"22059","La Salle",818495,50931,59863
"22061","Lincoln",966361,5992,87695
"22063","Livingston",331355,37918,60595
"22065","Madison",856681,64790,69338
"22067","Morehouse",712975,44320,60527
"22069","Natchitoches",884004,33044,24519
"22071","Orleans",271085,65583,16640
"22073","Ouachita",717390,51934,26757
"22075","Plaquemines",594463,82975,520
"22077","Pointe Coupee",665331,46835,9500
"22079","Rapides",511336,3462,58673
"22081","Red River",359338,27233,19689
"22083","Richland",238115,51698,65373
"22085","Sabine",833184,49460,7390
"22087","St. Bernard",861963,21496,46848
"22089","St. Charles",83942,24490,12918
"22091","St. Helena",642056,50888,25911
"22093","St. James",557211,53962,26264
"22095","St. John the Baptist",646082,37842,72801
"22097","St. Landry",620227,20621,27732
"22099","St. Martin",835639,82846,63836
"22101","St. Mary",333154,18919,57674
"22103","St. Tammany",949689,61041,97754
"22105","Tangipahoa",724107,39671,23523
"22107","Tensas",101004,49907,38379
"22109","Terrebonne",224869,26812,93590
"22111","Union",914914,62747,37268
"22113","Vermilion",780912,23702,51822
"22115","Vernon",747228,41777,17792
"22117","Washington",625024,24388,23946
"22119","Webster",167985,8664,70483
"22121","West Baton Rouge",243572,37578,35161
"22123","West Carroll",395029,19985,88778
"22125","West Feliciana",631791,28292,10007
"22127","Winn",726400,604,76621
"23001","Androscoggin",839332,85801,23432
"23003","Aroostook",297431,92683,50050
"23005","Cumberland",449019,32110,93746
"23007","Franklin",360594,27981,94338
"23009","Hancock",545968,94115,8356
"23011","Kennebec",304356,77134,70410
"23013","Knox",282886,98227,21605
"23015","Lincoln",517046,20638,32742
"23017","Oxford",845444,99081,30235
"23019","Penobscot",804050,44633,99871
"23021","Piscataquis",797956,83624,58227
"23023","Sagadahoc",834968,50107,54961
"23025","Somerset",29817,69970,4394
"23027","Waldo",822038,29123,80601
"23029","Washington",203270,78880,92771
"23031","York",440850,57507,35898
"24001","Allegany",642946,90790,74605
"24003","Anne Arundel",800360,70512,22086
"24005","Baltimore",950843,78861,65820
"24009","Calvert",38150,80407,60028
"24011","Caroline",401739,31891,66886
"24013","Carroll",299711,626,64575
"24015","Cecil",430016,67994,48174
"24017","Charles",795871,73536,25006
"24019","Dorchester",482066,3029,68367
"24021","Frederick",510094,36199,42706
"24023","Garrett",655041,39115,28584
"24025","Harford",322823,15731,58253
"24027","Howard",549930,61201,25496
"24029","Kent",837925,82568,88486
"24031","Montgomery",869271,38088,31205
"24033","Prince George's",490450,35159,34398
"24035","Queen Anne's",856980,13344,19580
"24037","St. Mary's",10382,70996,28977
"24039","Somerset",294827,21096,69459
"24041","Talbot",805470,85639,18435
"24043","Washington",237317,24816,12932
"24045","Wicomico",843573,78263,1521
"24047","Worcester",403172,55025,69318
"24510","Baltimore",782081,87061,1093
"25001","Barnstable",209625,9657,78706
"25003","Berkshire",548451,39079,88820
"25005","Bristol",748235,92950,4990
"25009","Essex",729049,31190,72169
"25011","Franklin",692804,22916,51675
"25013","Hampden",840031,11956,49543
"25015","Hampshire",975922,91477,63990
"25017","Middlesex",175435,41111,99734
"25021","Norfolk",956792,33809,52506
"25023","Plymouth",837743,14281,30422
"25025","Suffolk",146498,77485,15787
"25027","Worcester",159730,33039,47897
"26001","Alcona",220880,11330,76399
"26003","Alger",107724,62202,16268
"26005","Allegan",445335,21219,93826
"26007","Alpena",788485,19169,4029
"26009","Antrim",342193,31883,81904
"26011","Arenac",95093,52690,66768
"26013","Baraga",709009,66186,53844
"26015","Barry",22804,6443,22458
"26017","Bay",770662,45497,36462
"26019","Benzie",774582,11061,99123
"26021","Berrien",686385,93231,88385
"26023","Branch",421062,43880,5567
"26025","Calhoun",316364,19909,1803
"26027","Cass",78507,44819,72987
"26029","Charlevoix",59692,9904,18740
"26031","Cheboygan",774511,49425,58011
"26033","Chippewa",192193,28045,85605
"26035","Clare",260855,52757,4609
"26037","Clinton",901003,32196,33731
"26039","Crawford",65645,21764,19869
"26041","Delta",979677,24674,43615
"26043","Dickinson",244089,56725,69782
"26045","Eaton",953448,84037,40247
"26047","Emmet",933627,2536,9504
"26049","Genesee",101350,58379,28442
"26051","Gladwin",125013,8836,39987
"26053","Gogebic",678101,6473,48250
"26055","Grand Traverse",959814,39174,60314
"26057","Gratiot",703391,87817,47307
"26059","Hillsdale",393606,89107,94894
"26061","Houghton",108992,45900,86802
"26063","Huron",136470,77845,91735
"26065","Ingham",744175,91496,53327
"26067","Ionia",629695,76586,94291
"26069","Iosco",712222,97604,28826
"26071","Iron",33828,96626,87974
"26073","Isabella",692705,23232,75995
"26075","Jackson",580550,63802,3497
"26077","Kalamazoo",998607,65427,1254
"26079","Kalkaska",632428,15144,65918
"26081","Kent",340662,74947,68020
"26083","Keweenaw",652537,6912,12003
"26085","Lake",273301,12727,51558
"26087","Lapeer",590621,88736,31882
"26089","Leelanau",984183,36703,31735
"26091","Lenawee",455546,59016,26106
"26093","Livingston",497373,56580,53497
"26095","Luce",289976,31206,80574
"26097","Mackinac",879762,55796,97838
"26099","Macomb",59406,84734,95363
"26101","Manistee",14738,72111,50012
"26103","Marquette",895576,42181,71502
"26105","Mason",102989,37843,59002
"26107","Mecosta",404316,60524,57625
"26109","Menominee",784093,5437,16835
"26111","Midland",831689,49862,44621
"26113","Missaukee",235711,4809,5364
"26115","Monroe",133160,31931,82382
"26117","Montcalm",141237,30970,11116
"26119","Montmorency",646826,12550,45630
"26121","Muskegon",658365,1435,30035
"26123","Newaygo",480744,4624,11738
"26125","Oakland",341338,7782,80078
"26127","Oceana",543523,7180,34102
"26129","Ogemaw",448694,60567,26655
"26131","Ontonagon",273627,49009,63041
"26133","Osceola",854900,31061,93512
"26135","Oscoda",798785,59484,11121
"26137","Otsego",523962,86312,11172
"26139","Ottawa",900474,98360,61945
"26141","Presque Isle",69147,74456,25122
"26143","Roscommon",216872,93456,37992
"26145","Saginaw",344633,70960,89038
"26147","St. Clair",391209,55793,66795
"26149","St. Joseph",652609,7954,9909
"26151","Sanilac",645166,35526,83714
"26153","Schoolcraft",500141,16611,54912
"26155","Shiawassee",198884,37003,49224
"26157","Tuscola",278175,11872,32906
"26159","Van Buren",300321,99855,28074
"26161","Washtenaw",767069,45000,22121
"26163","Wayne",108142,33354,516
"26165","Wexford",854919,61216,48868
"27001","Aitkin",85869,32916,87002
"27003","Anoka",158027,84233,35832
"27005","Becker",289217,72387,40591
"27007","Beltrami",512942,85126,46761
"27009","Benton",669302,88859,66765
"27011","Big Stone",2235,4447,9537
"27013","Blue Earth",190909,59284,58580
"27015","Brown",121450,6786,98864
"27017","Carlton",898171,85559,70599
"27019","Carver",789839,64961,31366
"27021","Cass",572009,49587,75949
"27023","Chippewa",834000,54222,6205
"27025","Chisago",888520,13505,91785
"27027","Clay",317701,92718,42012
"27029","Clearwater",461584,37208,2382
"27031","Cook",113373,42464,75922
"27033","Cottonwood",485497,11322,30144
"27035","Crow Wing",408840,45090,63660
"27037","Dakota",812595,70195,2526
"27039","Dodge",628087,19954,51075
"27041","Douglas",840739,21575,49811
"27043","Faribault",168154,53891,46816
"27045","Fillmore",189607,21006,94392
"27047","Freeborn",518401,32775,48011
"27049","Goodhue",670489,76309,45162
"27051","Grant",538373,37640,38541
"27053","Hennepin",226998,49818,24389
"27055","Houston",435214,33861,50343
"27057","Hubbard",43673,51241,97465
"27059","Isanti",852414,41202,11642
"27061","Itasca",719250,64951,86384
"27063","Jackson",500813,46999,12017
"27065","Kanabec",911869,3799,71102
"27067","Kandiyohi",834900,18410,67535
"27069","Kittson",450603,73046,78237
"27071","Koochiching",373430,17927,60259
"27073","Lac qui Parle",722105,36951,33076
"27075","Lake",382177,10295,23845
"27077","Lake of the Woods",100164,2529,94626
"27079","Le Sueur",990271,18134,74051
"27081","Lincoln",13354,56439,88559
"27083","Lyon",820111,88216,32508
"27085","McLeod",347493,68912,89927
"27087","Mahnomen",282512,19030,65143
"27089","Marshall",404195,31765,56579
"27091","Martin",782163,68261,29333
"27093","Meeker",470215,68437,15934
"27095","Mille Lacs",257360,81740,64068
"27097","Morrison",985469,91425,88576
"27099","Mower",41560,65626,76975
"27101","Murray",330039,76704,63002
"27103","Nicollet",224525,38978,54201
"27105","Nobles",319724,97317,71862
"27107","Norman",2412,36998,44654
"27109","Olmsted",743438,50627,3552
"27111","Otter Tail",922188,42483,71966
"27113","Pennington",676845,79945,73212
"27115","Pine",359328,18321,88629
"27117","Pipestone",431452,97322,45364
"27119","Polk",375027,96806,40131
"27121","Pope",690825,64490,65016
"27123","Ramsey",786798,50770,66552
"27125","Red Lake",586944,673,71601
"27127","Redwood",87641,1865,91120
"27129","Renville",85349,47652,55113
"27131","Rice",83743,90497,68565
"27133","Rock",665653,19802,52301
"27135","Roseau",177686,67196,672
"27137","St. Louis",994112,9788,20751
"27139","Scott",273096,88891,70793
"27141","Sherburne",28754,75937,42807
"27143","Sibley",151730,1742,73964
"27145","Stearns",209946,26597,20162
"27147","Steele",178725,37716,1988
"27149","Stevens",10633,93714,55773
"27151","Swift",788407,96865,8130
"27153","Todd",654972,16672,85044
"27155","Traverse",172500,19696,76356
"27157","Wabasha",781264,99926,22277
"27159","Wadena",198946,3687,8906
"27161","Waseca",238743,35844,77368
"27163","Washington",94661,50672,32554
"27165","Watonwan",729150,86064,24736
"27167","Wilkin",272906,59519,97689
"27169","Winona",257141,86401,45861
"27171","Wright",492384,97408,85833
"27173","Yellow Medicine",292943,90154,81332
"28001","Adams",655219,33959,2362
"28003","Alcorn",20992,44439,76923
"28005","Amite",412164,47248,54043
"28007","Attala",610269,31361,64311
"28009","Benton",869974,72049,57939
"28011","Bolivar",975440,37536,75635
"28013","Calhoun",484828,38536,39124
"28015","Carroll",495695,16438,83570
"28017","Chickasaw",977528,5143,27333
"28019","Choctaw",681588,84641,20374
"28021","Claiborne",966914,46492,30742
"28023","Clarke",94140,13649,28316
"28025","Clay",703899,26587,2971
"28027","Coahoma",789974,84383,17164
"28029","Copiah",679215,70365,15447
"28031","Covington",837669,92036,95016
"28033","DeSoto",581541,33079,19877
"28035","Forrest",618568,96870,62252
"28037","Franklin",165127,39176,36491
"28039","George",285237,48261,94032
"28041","Greene",182655,46535,3645
"28043","Grenada",714524,66603,14465
"28045","Hancock",510262,61027,26156
"28047","Harrison",357239,45698,28909
"28049","Hinds",727095,11508,19097
"28051","Holmes",29408,47509,5462
"28053","Humphreys",279353,90991,32943
"28055","Issaquena",739537,29424,51290
"28057","Itawamba",1096,79280,76637
"28059","Jackson",313290,24882,55353
"28061","Jasper",810508,48752,74949
"28063","Jefferson",201389,67175,7985
"28065","Jefferson Davis",820369,5766,69641
"28067","Jones",451275,7,86624
"28069","Kemper",928626,52600,70662
"28071","Lafayette",728257,51451,13361
"28073","Lamar",981327,93879,5565
"28075","Lauderdale",873059,26641,25983
"28077","Lawrence",247631,79525,44426
"28079","Leake",343859,21432,96425
"28081","Lee",748107,94587,95881
"28083","Leflore",180488,34126,10950
"28085","Lincoln",316008,91711,62204
"28087","Lowndes",65196,96582,95152
"28089","Madison",905308,21693,93116
"28091","Marion",106455,7091,72934
"28093","Marshall",98006,18810,79039
"28095","Monroe",507681,58821,93033
"28097","Montgomery",833988,14130,30657
"28099","Neshoba",21559,84620,44908
"28101","Newton",462981,70756,52984
"28103","Noxubee",572268,98156,94833
"28105","Oktibbeha",346596,5217,3482
"28107","Panola",450602,52881,38638
"28109","Pearl River",43413,9113,4792
"28111","Perry",944258,32489,61974
"28113","Pike",350135,39581,74504
"28115","Pontotoc",473112,85139,43481
"28117","Prentiss",251256,74983,67770
"28119","Quitman",606370,50027,17066
"28121","Rankin",967191,83397,17906
"28123","Scott",150707,25433,19187
"28125","Sharkey",803034,13901,48761
"28127","Simpson",473175,15914,19431
"28129","Smith",486063,89116,28877
"28131","Stone",403534,32526,10441
"28133","Sunflower",798075,97837,19445
"28135","Tallahatchie",999861,49394,6692
"28137","Tate",281410,37493,77188
"28139","Tippah",618195,52647,911
"28141","Tishomingo",632494,40882,98282
"28143","Tunica",717448,28,79046
"28145","Union",826011,32285,5872
"28147","Walthall",355354,80284,74888
"28149","Warren",151170,98514,61376
"28151","Washington",815773,79752,66595
"28153","Wayne",692268,19928,33989
"28155","Webster",394910,80336,12369
"28157","Wilkinson",764945,39088,10178
"28159","Winston",790515,19702,75849
"28161","Yalobusha",340604,51416,43763
"28163","Yazoo",387410,46398,7747
"29001","Adair",74356,35438,58210
"29003","Andrew",26998,67211,46280
"29005","Atchison",847228,17101,97692
"29007","Audrain",919554,67323,95582
"29009","Barry",18779,9977,56246
"29011","Barton",519816,86633,79118
"29013","Bates",418911,12128,14596
"29015","Benton",576664,12823,61627
"29017","Bollinger",471290,10691,57483
"29019","Boone",717014,11134,50523
"29021","Buchanan",930636,28766,13494
"29023","Butler",593479,91071,87193
"29025","Caldwell",787489,49624,78802
"29027","Callaway",521744,20351,68552
"29029","Camden",319887,23622,96997
"29031","Cape Girardeau",470498,14390,70290
"29033","Carroll",280374,32519,23070
"29035","Carter",346403,8823,1113
"29037","Cass",721966,98093,17266
"29039","Cedar",749883,38742,52484
"29041","Chariton",872665,16895,87433
"29043","Christian",58308,59728,89315
"29045","Clark",478320,84742,62319
"29047","Clay",350858,85875,5451
"29049","Clinton",840093,12995,19966
"29051","Cole",697729,16364,15155
"29053","Cooper",868547,4637,6337
"29055","Crawford",848297,31692,91450
"29057","Dade",195590,21873,66893
"29059","Dallas",384587,50200,6431
"29061","Daviess",844244,88384,32875
"29063","DeKalb",64752,58692,95798
"29065","Dent",907842,40783,90439
"29067","Douglas",514576,39259,16816
"29069","Dunklin",414858,21375,24685
"29071","Franklin",566001,89538,15997
"29073","Gasconade",403942,44377,28521
"29075","Gentry",952410,95068,45513
"29077","Greene",175141,53270,95695
"29079","Grundy",880900,54914,47671
"29081","Harrison",219013,58904,93673
"29083","Henry",614249,60536,94004
"29085","Hickory",775095,79888,13258
"29087","Holt",410567,73037,33700
"29089","Howard",443057,54779,3714
"29091","Howell",324170,61902,69358
"29093","Iron",528366,72553,77552
"29095","Jackson",547701,69960,50684
"29097","Jasper",739713,65838,81389
"29099","Jefferson",329024,51269,49854
"29101","Johnson",981944,48518,55292
"29103","Knox",949037,81101,11527
"29105","Laclede",937028,41721,47315
"29107","Lafayette",765108,99802,52076
"29109","Lawrence",871454,3794,16500
"29111","Lewis",950957,93138,81120
"29113","Lincoln",295330,9490,41514
"29115","Linn",229598,60516,19781
"29117","Livingston",536730,31781,69102
"29119","McDonald",783831,50035,70725
"29121","Macon",43231,26454,98639
"29123","Madison",677737,29760,69906
"29125","Maries",934447,17571,80469
"29127","Marion",236290,45719,6084
"29129","Mercer",279522,56639,75567
"29131","Miller",191435,47963,82882
"29133","Mississippi",956761,36144,11119
"29135","Moniteau",175949,63561,17147
"29137","Monroe",24258,82290,13891
"29139","Montgomery",833526,8314,45014
"29141","Morgan",465211,27557,54425
"29143","New Madrid",593130,59754,30292
"29145","Newton",462625,20224,49729
"29147","Nodaway",407797,14707,78631
"29149","Oregon",760744,19694,29120
"29151","Osage",264340,2085,48735
"29153","Ozark",140341,17433,25353
"29155","Pemiscot",162733,55463,44053
"29157","Perry",761375,74618,55977
"29159","Pettis",733359,52396,6352
"29161","Phelps",328729,60243,95241
"29163","Pike",608856,10816,49853
"29165","Platte",484361,71107,24030
"29167","Polk",675951,63845,79460
"29169","Pulaski",310221,72879,93528
"29171","Putnam",902866,68341,37205
"29173","Ralls",441833,63569,18569
"29175","Randolph",691963,19654,45384
"29177","Ray",658144,10576,7740
"29179","Reynolds",313438,8637,75435
"29181","Ripley",855661,21876,51471
"29183","St. Charles",453357,38580,87710
"29185","St. Clair",593068,29664,95917
"29186","Ste. Genevieve",748138,23636,61769
"29187","St. Francois",10208,19185,47913
"29189","St. Louis",351972,72260,56027
"29195","Saline",992956,77376,83499
"29197","Schuyler",342980,53369,16224
"29199","Scotland",979055,26967,45458
